Hotel_Name,Location,Address,Cost,Property_type,Likes,Rating,Review
Amen Garden Hotel,Badagry,"Badagry, Lagos - Iworo-Awori, Olorunda L.C.D.A,",5000,Amen Garden Hotel,4,NA,NA
Templars Hotel,Isashi,"Isashi, Lagos - 12/13 Isashi Road By Anibaba Off Badgry Express Wa...",3500,Templars Hotel,4,NA,NA
Maab's Guesthouse,Ijanikin,"Ijanikin, Lagos - No 96, Oloto Ring Road, Oto Awori",2502,Maab's Guesthouse,4,NA,NA
Semco Hotel,Agege,"Agege, Lagos - No 6 Akinlagun Street, Oko-Oba",1500,Semco Hotel,4,NA,NA
Lomina-Guest House,Badagry,"Badagry, Lagos - 12 Tola-Bamgbelu Street",2500,Lomina-Guest House,4,NA,NA
Dee Johnson Guest Inn,Egbe,"Egbe, Lagos - Bolorunduro Compound",3600,Dee Johnson Guest Inn,4,NA,NA
House 2 Hotel, Agbara," Agbara, Lagos - 2 Elishadia Street,",,House 2 Hotel,4,NA,NA
Pilgrims Intransit Rest,Epe,"Epe, Lagos - 1-7 Otunba Dejonwo Street, Plywood Junction",,Pilgrims Intransit Rest,4,NA,NA
Fofina Lodge,Lekki,"Lekki, Lagos - 10b Adewale Kolawole Crescent, Lekki",25000,Fofina Lodge,2,NA,NA
Chapters Millenium Hotel,"Oko Oba,","Oko Oba,, Lagos - 15/17 Abiodun Kuye Street, Oko-Oba, Agege, Lagos, ...",,Chapters Millenium Hotel,4,NA,NA
Casa Asa, Ikoyi," Ikoyi, Lagos - 17a Awolowo Road",48500,Hotel,4,NA,NA
Casa Challey,Victoria Island,"Victoria Island, Lagos - Simeon Akinolu Street, Off Prince Alabi Oniru Road",,Hotel,4,NA,NA
Casa Kampala,Ikoyi,"Ikoyi, Lagos - Awolowo Towers",70000,Apartment,4,NA,NA
Choiceville Suite,Ikeja,"Ikeja, Lagos - No.16 Omotayo Ojo Street Off Majekodunmi Street By...",,Hotel,4,NA,NA
Casa Orange,Victoria Island,"Victoria Island, Lagos - Block 3 Plot 9, Simeon Akinolu Street, Oniru",70000,Hotel,4,NA,NA
Furnishedquarters-ng,Ikeja,"Ikeja, Lagos - 50 Harold Shodipo Crescent",35025,Hotel,2,NA,NA
"Asia's Townhouse, Ikeja",Ikeja,"Ikeja, Lagos - Ladoke Akintola Road",94575,"Asia's Townhouse, Ikeja",2,NA,NA
Austluck,Ikeja,"Ikeja, Lagos - 38 Oduduwa Way GRA",20030,Austluck,2,NA,NA
Savanah Suites (Service Apartments),Lekki,"Lekki, Lagos - 17 Close, Folashade Omode Street, Megamound Estate...",62950,Savanah Suites (Service Apartments),2,NA,NA
Luxurious Condo,Victoria Island,"Victoria Island, Lagos - Block A1, Apt 406, Samuel Manuwa Street., Victoria...",61375,Luxurious Condo,2,NA,NA
Ivy Suites,Victoria Island,"Victoria Island, Lagos - 3, Elegba Festival Drive, Oniru",50045,Hotel,2,NA,NA
GGC Luxury Serviced Apartment - Platinum,Victoria Island,"Victoria Island, Lagos - 12 Isheri Oshun Rd",86555,Apartment,2,NA,NA
MO2 Homes,Palmgrove,"Palmgrove, Lagos - Salami Saibu Street Pedro Road",18885,MO2 Homes,2,NA,NA
Real Habitats Platinum 4,Victoria Island,"Victoria Island, Lagos - 289B Akin Olugbade Street",69245,Hotel,2,NA,NA
Westley Vacation Rental Apartment,Isheri,"Isheri, Lagos - Isheri Idimu Round About  By Balogun Street",19000,Apartment,2,NA,NA
Vacation Home In VGC,Victoria Garden City,"Victoria Garden City, Lagos - Road 62",50000,Vacation Home In VGC,2,NA,NA
Feel Home,Lekki,"Lekki, Lagos -  Rd16 Lekki-Epe Expressway County Homes",31500,Feel Home,2,NA,NA
San Diego Bay,Lekki Phase 1,"Lekki Phase 1, Lagos - 15 Ladipo Latinwo Crescent",69000,San Diego Bay,2,NA,NA
Real Habitats Emerald Olive,Ikoyi,"Ikoyi, Lagos - ",63087,Real Habitats Emerald Olive,2,NA,NA
Five Star Hospitality And Tours,Isolo,"Isolo, Lagos - 79 Egbe Road By Ile Iwe Bus Stop",8610,Five Star Hospitality And Tours,2,NA,NA
Seacroft Court,Lekki,"Lekki, Lagos - No. 1 Jide Sawyer Drive Lekki",45000,Hotel,4,NA,NA
Le-Grand Condo,Lekki,"Lekki, Lagos - Off Freedom Way,",48530,Le-Grand Condo,2,NA,NA
GREENFISH APARTMENT,Ikoyi ,"Ikoyi , Lagos - 67A Lafiaji Way, Dolphin Estate, Ikoyi",70000,Apartment,4,NA,NA
ABOSEDE COURT,Isheri,"Isheri, Lagos - Abosede Court, By Riverside College, Off Associati...",,Hotel,4,NA,NA
1 Bedroom Furnished Apartment,Lekki,"Lekki, Lagos - Hitech Road, Lekki Gardens Phase 3, Behind Lagos B...",13500,Apartment,2,NA,NA
Casabella Homes-Four Bedroom Duplex,Victoria Garden City,"Victoria Garden City, Lagos - 51 Road 53 VGC",60000,Apartment,4,NA,NA
Nexus Suites,Ogudu,"Ogudu, Lagos - 36 Buari Street, Off Ogudu Road, Ogudu",15000,Hotel,2,NA,NA
Casa Uno ,Victoria Island,"Victoria Island, Lagos - Plot 1 Elegba Festival Drive, Oniru ",40000,Hotel,4,NA,NA
"1 Bedroom Apartment At Ayinke Tinubu Close, Lekki",Lekki Phase 1,"Lekki Phase 1, Lagos - 14, Rafiat Ayinke Tinudu Close, Off T.F Kuboye Roa...",25000,Apartment,2,NA,NA
The Milverton Apartment,Lekki,"Lekki, Lagos - Flat 3G Milverton Estate Osapa London, Lekki",40000,Apartment,4,NA,NA
Chiban Shortlet Apartment ,Lekki,"Lekki, Lagos - Block G,flat 601, Safe Court Estate Lekki Off Spar...",60000,Hotel,4,NA,NA
Travelsite Apartment ,Lekki,"Lekki, Lagos - Plot 1, Off Second Roundabout, 28 Remi Olowude Str...",,Apartment,4,NA,NA
Staresx Luxury Apartment,Gbagada,"Gbagada, Lagos - 21, Ora Ekpan Crescent, Gbagada Lagos - 100242",20000,Staresx Luxury Apartment,4,NA,NA
"Memes Court, Lekki Phase 1",Lekki Phase 1,"Lekki Phase 1, Lagos - Plot 96A Ladipo Omoteso Close, Lekki Phase 1 ",100000,Apartment,4,NA,NA
 Baywill Hotels LTD,Lekki,"Lekki, Lagos -  17, Pine Court Apartments, Castlerock Avenue, Off...",29033,Apartment,4,NA,NA
Gemani Suites,Victoria Island,"Victoria Island, Lagos - No. 13 Kasumu Ekemode Street Off Bishop Oluwole St...",25000,Hotel,4,NA,NA
Ozone Apartment,Lekki,"Lekki, Lagos - 4b Bamidele Majiyagbe Street, Southern View Estate...",70000,Apartment,4,NA,NA
Sun Heaven Residence,Lekki Phase 1,"Lekki Phase 1, Lagos -  11 Amaechi Crescent By Goshen Estate, Lekki Phase...",85000,Apartment,4,NA,NA
"Ocean Park Hotel, Lekki Phase 1",Lekki Phase 1,"Lekki Phase 1, Lagos - 13B Dele Ogunbowale Crescent Off Whitesand Avenue ...",30000,Hotel,4,NA,NA
PRIME 16 Hotel And Suites,Ajao Estate,"Ajao Estate, Lagos - No. 16 Kaara Street, Ajao Estate",26500,Hotel,4,NA,NA
Novatel Hotel,Lekki,"Lekki, Lagos - Dr Wogu Udo, Drive Chevy View Estate Off New Road ...",30000,Hotel,2,NA,NA
Lekki Grandview Hotel,Lekki,"Lekki, Lagos - 132 Nnobi Lane, Beside Prince Ebeano Supermarket, ...",67375,Hotel,4,NA,NA
99 Apartments And Lounge,Ikeja,"Ikeja, Lagos - 20B Abba Johnston Crescent Akora Villa Estate, Ade...",14500,Apartment,4,NA,NA
Huxton Hotel,Lekki,"Lekki, Lagos - 16 Bamidele Eletu Street Opp. First City Hospital,...",35000,Hotel,4,NA,NA
JUMMYBABS GUEST HOUSE,Ikorodu,"Ikorodu, Lagos - 1 Ori Oke Abiye Street Imota Ikorodu Lagos",,JUMMYBABS GUEST HOUSE,2,7.6 Very Good,From 2 reviews
Impress Hotel And Event Hall,,", Lagos - Km1, Isheri-Igando Road, Iyana Odo Bustop, Beside ...",,Impress Hotel And Event Hall,2,NA,NA
Lagoon Hotel And Suites,Ajeromi-Ifelodun,"Ajeromi-Ifelodun, Lagos - Rasidi Afuwape Street, Ajeromi-Ifelodun, Lagos Sta...",,Lagoon Hotel And Suites,2,6.0 Very Good,From 1 review
Fredys Place Hotel,Ojo,"Ojo, Lagos - 11 YekiniStreet Shibiri",,Fredys Place Hotel,2,NA,NA
Jidsma Hotel & Suites ,Oshodi-Isolo,"Oshodi-Isolo, Lagos - 8/10 Wahab Kajogbola Street Off Dr Fasheun Avenue ...",,Hotel,2,NA,NA
The Patron Hotel,Ajah,"Ajah, Lagos - Kilometre 20, Lekki, Epe",,Hotel,1,NA,NA
Crestview Hotels & Suites,Ogudu,"Ogudu, Lagos - 4  Abudu Street, Ogudu Road, By Alhaja Bus-Stop, O...",,Hotel,1,NA,NA
MOUNTAIN TOP HOTEL ,,", Lagos - ",,MOUNTAIN TOP HOTEL ,1,NA,NA
O2 Hotel And Suite,Iju Ishaga,"Iju Ishaga, Lagos - 1 Odesina Close, Iju",,O2 Hotel And Suite,1,NA,NA
Arabian Hotel,Ipaja,"Ipaja, Lagos - 1 David Ogundele St, Ipaja,",,Arabian Hotel,1,NA,NA
OCOL HOTEL ,,", Lagos - 3 Abe Street Onipanu Ikorodu Road Lagos ",,OCOL HOTEL ,1,6.0 Very Good,From 1 review
Casa Nomads,,", Lagos - Plot 28 Dele Ogunbowale Crescent, QMB Builder's Ma...",,Casa Nomads,1,NA,NA
Adidas International Hotel,Ojo,"Ojo, Lagos - 5, Alhaji Adisa Osiefa St Ojo.",,Adidas International Hotel,2,NA,NA
Gajons Hotel,Lekki,"Lekki, Lagos - 4, Otunba Tunde Seriki Close, Igbo Efon, Lekki, La...",,Gajons Hotel,2,NA,NA
Danielle Meadows Hotel,Lekki,"Lekki, Lagos - 4, Patrick Abak Crescent, Off Langbasa Road, Ajah,...",,Danielle Meadows Hotel,2,NA,NA
JBB Hotel,,", Lagos - 75, Agric Isawo Road",,JBB Hotel,2,NA,NA
Monica Lodge,Lekki ,"Lekki , Lagos - 28, Akwuzu Street, Lekki Phase 1, Lagos State, Nig...",,Monica Lodge,2,NA,NA
Yhello Lounge,Ikoyi,"Ikoyi, Lagos - 26, Grillo Street, Off Awolowo Road.",,Yhello Lounge,2,NA,NA
New Maas Guest House ,Alimosho,"Alimosho, Lagos - 116, Meiran Road, Meiran, Alimosho",,New Maas Guest House ,2,NA,NA
Suite Royal Hotel ,Yaba,"Yaba, Lagos - 9 Bassie Ogemba Str Off Adeniran Ogunsanya Street",,Hotel,2,NA,NA
Fimarino Plaza Motel,Orile,"Orile, Lagos - 52, Coker Road, Orile Iganmu, Lagos State, Nigeria...",,Fimarino Plaza Motel,2,NA,NA
Babs,Meiran,"Meiran, Lagos - 1/3, Babs Street, Meiran, Lagos State, Nigeria.",,Babs,2,NA,NA
Bamida,Lekki,"Lekki, Lagos - Hfg",,Bamida,2,NA,NA
People's Galaxy 77 Hotel & Restaurant,Surulere,"Surulere, Lagos - 8, Abibu Oki Close, Off Adeniran Ogunsanya",,People's Galaxy 77 Hotel & Restaurant,2,NA,NA
Royal Summer Hotel ,Lagos Island,"Lagos Island, Lagos - Alakoro Marina St ",,Royal Summer Hotel ,2,NA,NA
Yommy Plaza Hotel,Surulere,"Surulere, Lagos - 14, Lasisi Giwa Street, Orile/Iganmu ",,Hotel,2,NA,NA
De-Signal Hotel 1,Ifako-Ijaiye,"Ifako-Ijaiye, Lagos - 40, Adeshina Street",,De-Signal Hotel 1,2,NA,NA
SpringHill,Agege,"Agege, Lagos - 146, Augusto Avenue, Old Oko-Oba Road, Agege Lagos...",,Hotel,2,NA,NA
Red Carpet Hotel,,", Lagos - Amule Road Junction, Ayobo",,Red Carpet Hotel,2,NA,NA
Aaosons Airport Services,Ikeja,"Ikeja, Lagos - 11, Laide Tomori Street, Medical Road, Ikeja, Lago...",,Aaosons Airport Services,2,NA,NA
AllanQ Guest Home (AQLounge),Ipaja,"Ipaja, Lagos - No 2, 5th Avenue, Abesan Estate, Ipaja Lagos",,AllanQ Guest Home (AQLounge),2,NA,NA
OJ Guest House,Ikotun,"Ikotun, Lagos - 1 Adekinjo Street, Opposite The Synaguoge Church",,OJ Guest House,2,NA,NA
Skidam Hotel,,", Lagos - 1, Ibidun Afuwape Street, Community Bank Bus Stop,...",,Skidam Hotel,2,NA,NA
Fairview Hotels Limited ,Amuwo-Odofin,"Amuwo-Odofin, Lagos - 4-6, Kehinde Etaoko Street, Off Mumini Adio Road, ...",,Fairview Hotels Limited ,2,NA,NA
Bobbys Place Hotel,Abule - Egba,"Abule - Egba, Lagos - 46, Segun Akinsola Street, Off Agre Road",,Bobbys Place Hotel,2,NA,NA
Old Trafford Hotel And Suites,Jibowu,"Jibowu, Lagos - House 4, Mafowoku Street",,Old Trafford Hotel And Suites,2,NA,NA
JoNore Plaza Hotel,Ojo,"Ojo, Lagos - 77, Ojo Igbede Road, People\'s Bus Stop, Sabo-Onib...",,JoNore Plaza Hotel,2,NA,NA
Bobby's Historical Place,,", Lagos - Bobby Benson Lane, Adjacent Metro Ferry",,Bobby's Historical Place,2,NA,NA
Chicago Hotel ,Ikorodu,"Ikorodu, Lagos - 61,Ajilo Isawo, Agric",,Chicago Hotel ,2,NA,NA
Virgin Blues Nite Club ,Ebute Metta,"Ebute Metta, Lagos - 41, Ashaka Street, Off Apapa Road",,Virgin Blues Nite Club ,2,NA,NA
Paragon Guest House ,Ojo,"Ojo, Lagos - 3, Beach Palace Square",,Paragon Guest House ,2,NA,NA
Joenath Palace Hotel & Suites,Ajah,"Ajah, Lagos - Epe Lekki Expressway.",,Joenath Palace Hotel & Suites,2,NA,NA
New Town Hotel,Ikorodu,"Ikorodu, Lagos - No 23, New Town Street Adamo",,New Town Hotel,2,NA,NA
Benson Hotel,Isolo,"Isolo, Lagos - 7, Benson Akinyele St., Oke Afa-Isolo, Isolo, Lago...",,Benson Hotel,2,NA,NA
FORT ROSS EVENT CENTER,Akowonjo,"Akowonjo, Lagos - 45 SHASHA ROAD, ISHIWO BUS STOP, SHASHA LAGOS",,FORT ROSS EVENT CENTER,2,NA,NA
Crystal Lake Suites,Isolo/Ejigbo,"Isolo/Ejigbo, Lagos - 7, Olakunle Str, Ejigbo",,Crystal Lake Suites,2,NA,NA
Bronze Bar Cuisine,Ikoyi,"Ikoyi, Lagos - 37a, Raymond Njoku Street Off Awolowo Road",,Bronze Bar Cuisine,2,NA,NA
Hotel De Ajax,Apapa,"Apapa, Lagos - 15, Burma Road",,Hotel De Ajax,2,NA,NA
Lisa Guest House,,", Lagos - 6, Adekunle Kuku Close, Ile Ile B/stop",,Lisa Guest House,2,NA,NA
Nice Touch Hotel ,Ago,"Ago, Lagos - 166 Ago Palace Way",,Hotel,2,NA,NA
King And Queen Hotel,Ikotun,"Ikotun, Lagos - 27, Onilewura Street",,King And Queen Hotel,2,NA,NA
Halle,Ajah,"Ajah, Lagos - 24 Efan Street, Off Chevron Road, Lekki- Ajah Expr...",,Halle,2,NA,NA
Brighams Suites Ltd,Festac Town,"Festac Town, Lagos - 1st Avenue, Plot 854, Festac Town",,Brighams Suites Ltd,2,NA,NA
Stonefield Hotel Event Center,,", Lagos - 4, Sunmola Abayomi Street, Mafoluku",,Stonefield Hotel Event Center,2,NA,NA
Riss International Hotel,Surulere,"Surulere, Lagos - Idowu St ",,Riss International Hotel,2,NA,NA
Fountain Parks ,Magodo,"Magodo, Lagos - Magodo Phase 1, Magodo, Lagos State, Nigeria.",,Fountain Parks ,2,NA,NA
Newport Hotel,Ajeromi-Ifelodun,"Ajeromi-Ifelodun, Lagos - 49, Kirikiri Road, Olodi-Apapa",,Newport Hotel,2,NA,NA
Millenium Hotel,Apapa,"Apapa, Lagos - 54, Kofo Abayomi",,Millenium Hotel,2,NA,NA
Dreamland Hotel,Yaba,"Yaba, Lagos - 13, Onayade Street, Jibowu",,Dreamland Hotel,2,NA,NA
Express Hotel,,", Lagos - 48, Awoniyi Elemo Street, Off Salami Lateef Street",,Express Hotel,2,NA,NA
Generations Guest House,Agege,"Agege, Lagos - 7, Tunde Adeyemi Street, 32 Old Abeokuta Rd, Agege...",,Generations Guest House,2,NA,NA
JD Lounge And Suite,,", Lagos - 1, Olayiwola Street, Off Jim Aro Bus-stop",,JD Lounge And Suite,2,NA,NA
Platinum Hotel,Ikorodu,"Ikorodu, Lagos - 1, Amechi Orewa Close, Alogba Eute",,Platinum Hotel,2,NA,NA
Kamal Triple K,Lekki,"Lekki, Lagos - 3 Olabisi Seriki Street, Idiagbon Masek, First Gat...",,Kamal Triple K,2,NA,NA
Ever Grateful Hotel,Ojo,"Ojo, Lagos - 9, Okachie Street,  Sabo Ajangbandi",,Ever Grateful Hotel,2,NA,NA
Meco Hotel (Guest House),Akoka,"Akoka, Lagos - 7, Abudu Ibrahim Street, Community Road",,Meco Hotel (Guest House),2,NA,NA
Famous Hotel,Orile,"Orile, Lagos - 12, Lasisi Street, Orile, Lagos State, Nigeria.",,Famous Hotel,2,NA,NA
On Point Hotel Ltd,Ebute Metta,"Ebute Metta, Lagos - 7, Coker Street",,On Point Hotel Ltd,2,NA,NA
Elinah Hotel,,", Lagos - 2, Medina Way",,Elinah Hotel,2,NA,NA
Kode Hotel,,", Lagos - 58/60, Yetunde Kufuji Street, Amule Bus Stop",,Kode Hotel,2,NA,NA
Midtown Extended Stay,Ogba,"Ogba, Lagos - 1O Dunlami Street, Off Oshidein Off Akilo Street, ...",,Midtown Extended Stay,2,NA,NA
Cy Hotels By Trini Hotels,,", Lagos - 52, Governors Road, Anishere Bus-stop",,Cy Hotels By Trini Hotels,2,NA,NA
Better Days Guest House,Alagbado,"Alagbado, Lagos -  2 Light Peace Street, Alagomeji",,Better Days Guest House,2,NA,NA
"Palm Beach Sports, Bar And Grill",Lekki,"Lekki, Lagos - Alpha Beach, Waterfront, Off Lekki Ajah Expressway",,"Palm Beach Sports, Bar And Grill",2,NA,NA
Oshico Hotel ,Ketu,"Ketu, Lagos - 28, Lagos Rd, Kosofe, Ketu, Lagos State, Nigeria.",,Oshico Hotel ,2,NA,NA
Toilam Royal Hotel,,", Lagos - 49, Igbosere Road",,Toilam Royal Hotel,2,NA,NA
LINK2MEET HOTEL,Festac,"Festac, Lagos - O 59 House 9 Satellite Town Lagos",,LINK2MEET HOTEL,2,NA,NA
Embassy International Hotel,Amukoko,"Amukoko, Lagos - 5, Adeponle St, Amukoko, Lagos State, Nigeria.",,Embassy International Hotel,2,NA,NA
Place Sixteen Motel,Igando,"Igando, Lagos - 16, Bamidele Kasali Street",,Place Sixteen Motel,2,NA,NA
Saydors Ambassador Hotel And Suites,Ikorodu,"Ikorodu, Lagos - 5, Akin-ogunlewe Street, Igbogbo",,Saydors Ambassador Hotel And Suites,2,NA,NA
Hotel De Money,Ibeju Lekki,"Ibeju Lekki, Lagos - No 1, Ololade Street, Lagasa Oribanwa",,Hotel De Money,2,NA,NA
Mosu Hotel,Ebute Metta,"Ebute Metta, Lagos - 2, Apapa Road",,Mosu Hotel,2,NA,NA
Wabrasaq Hotel,,", Lagos - 221, Iju Ishaga-Gudugba Bus Stop",,Wabrasaq Hotel,2,NA,NA
De Eldorado Guest House ,,", Lagos - 114, Isua Road Egan-Igando",,De Eldorado Guest House ,2,NA,NA
3 Brothers Hotel,,", Lagos - 1, 3 Brothers Street",,3 Brothers Hotel,2,NA,NA
D'Vale Suites,,", Lagos - 20, Olubunmi Rotimi Street, Off Abike-Sulaimon (Do...",,D'Vale Suites,2,NA,NA
Magpeet Hotel Limited,,", Lagos - Magpeet Place, Opposite Boys Of Nigeria",,Magpeet Hotel Limited,2,NA,NA
Geraico Hotel,Anthony,"Anthony, Lagos - Fashola St ",,Geraico Hotel,2,NA,NA
Phase 2,Ajegunle,"Ajegunle, Lagos - Akinbo Street, Ajegunle",,Phase 2,2,NA,NA
Lipstick Hotel,Lekki,"Lekki, Lagos - 12, Olukolu Street, Igbo Efon",,Lipstick Hotel,2,NA,NA
Abbey City Guest House,Ikorodu,"Ikorodu, Lagos - 89, New Convenant Estate, Gbaga, Off Ijede Road",,Abbey City Guest House,2,NA,NA
Sabena Express Hotel,Ojo,"Ojo, Lagos - 53, Shibiri Road Rasaki ",,Sabena Express Hotel,2,NA,NA
Mello\\\'s Lounge,Surulere,"Surulere, Lagos - 52, Itolo Street, Off Eric Moore Road",,Mello\\\'s Lounge,2,NA,NA
Sat Hotel Nigeria Limited,Ikorodu,"Ikorodu, Lagos - 6, Gberigbe Agura Road",,Sat Hotel Nigeria Limited,2,NA,NA
First Roland Hotel And Nite Club Annex,Apapa ,"Apapa , Lagos - 27, Payne Crescent",,First Roland Hotel And Nite Club Annex,2,NA,NA
Stobal Hotel,Ikorodu,"Ikorodu, Lagos - Ijede Road",,Stobal Hotel,2,NA,NA
ALMOND SUITES,"Ajah,Thomas Estate","Ajah,Thomas Estate, Lagos - Tolu FAdasi Close, Thomas Estate,Ajah",,ALMOND SUITES,2,NA,NA
Stonefield Hotel Event Center,,", Lagos - 4, Sunmola Abayomi Street, Mafoluku",,Stonefield Hotel Event Center,2,NA,NA
BluHilton,Ikoyi,"Ikoyi, Lagos - Number 89 Lafiaji Street,dolphin Estate At Ikoyi,L...",,BluHilton,2,NA,NA
Waksad Guest House,Ikorodu,"Ikorodu, Lagos - No 2, Waksad Street Adamo",,Waksad Guest House,2,NA,NA
Mayflower Hotel,Mushin,"Mushin, Lagos - Agege Motor Road",,Mayflower Hotel,2,NA,NA
Ultimate Hotel,Bariga,"Bariga, Lagos - 6, Akinwale Street, Bariga",,Ultimate Hotel,2,NA,NA
New World Inn (Hawley Street),Lagos Island,"Lagos Island, Lagos - 10 Hawley Street",,New World Inn (Hawley Street),2,NA,NA
Jimmy K Relaxation Inn,Oshodi,"Oshodi, Lagos - Agege Motor Rd ",,Jimmy K Relaxation Inn,2,NA,NA
Domorose,Amuwo-Odofin,"Amuwo-Odofin, Lagos - 6/8, Muritala Street, Amuwo Odofin, Lagos State, N...",,Domorose,2,NA,NA
Islanders Hotel,Mushin,"Mushin, Lagos - 28, Agege Motor Road, Idi-Oro, Mushin, Lagos State...",,Islanders Hotel,2,NA,NA
Double Three Motel,Egbeda,"Egbeda, Lagos - 15 Omolaja Bello CloseIkotun.",,Double Three Motel,2,NA,NA
Fame Executive Hotel,Ketu-Alapere,"Ketu-Alapere, Lagos - 13, Adebayo Street",,Fame Executive Hotel,2,NA,NA
Corner Guest House,Ebute Metta,"Ebute Metta, Lagos - 74, Freeman Street",,Corner Guest House,2,NA,NA
Benalex Hotel ,Lekki,"Lekki, Lagos - 3 Bueno Vista Boulevard, After 2nd Toll Gate, Besi...",,Benalex Hotel ,2,NA,NA
Ologbo Nla Hotels,Idimu,"Idimu, Lagos - Alh Rasaq Isheri, Idimu, Lagos State, Nigeria.",,Ologbo Nla Hotels,2,NA,NA
De Liberty Villa,Festac Town,"Festac Town, Lagos - Road 112, Plot 12 Opposite 1 Close",,Hotel,2,NA,NA
KDT Hotels And Suites,,", Lagos - Plot 12-14 Mobil Estate Road, Opposite VGC Shoppin...",,KDT Hotels And Suites,2,NA,NA
Celebrity Hotel,,", Lagos - Plot 212 Amuwo - Odofin GRA,, By Festac Canal/link...",,Celebrity Hotel,2,NA,NA
Zukada Hotels,Igando,"Igando, Lagos - 2 Omoariyo Street Olowo Ila Bus Stop Igando Opposi...",,Zukada Hotels,2,NA,NA
Elegance Guest Inn,Alagbado,"Alagbado, Lagos - 3, Bola Makinde Avenue, Alagbado, Lagos State, Nig...",,Elegance Guest Inn,2,NA,NA
Big Joy Guest House,Alimosho,"Alimosho, Lagos - 127, Agbelekale Rd, Alimosho.",,Big Joy Guest House,2,NA,NA
El-Juby Crown Hotel,,", Lagos - 3/5 Evans Ose Street, Ashipa Road, Amule Bus Stop",,El-Juby Crown Hotel,2,NA,NA
BluHiltion Guesthouse And Apartment,Ikoyi,"Ikoyi, Lagos - Number 89 Lafiaji Street At Dolphin Estate Ikoyi",,BluHiltion Guesthouse And Apartment,2,NA,NA
Majaland Hotel And Suites,,", Lagos - 1/3 Ifeanyi Ugonbor Street, Off Powerline Aina Est...",,Majaland Hotel And Suites,2,NA,NA
Nymph Suites,Lekki,"Lekki, Lagos - 10, Chillovilla Crescent (Opp Mega Chicken)",,Nymph Suites,2,NA,NA
Forum Hotel ,Isolo,"Isolo, Lagos - Osolo Way ",,Forum Hotel ,2,NA,NA
De Prince Guest House,Ikoyi,"Ikoyi, Lagos - 48, Norman Williams Street",,De Prince Guest House,2,NA,NA
Shell Guest House ,Victoria Island,"Victoria Island, Lagos - Park View ",,Shell Guest House ,2,NA,NA
Basarak Palace Hotel ,Alimosho,"Alimosho, Lagos - 13 Ambassador Street, Off Agric Road By Ara Juncti...",,Hotel,2,NA,NA
Lilynest Suites And Leisure,Ojo,"Ojo, Lagos - 6, Nepa Road, Corner B/stop, Off Alaba Int\'l Mark...",,Lilynest Suites And Leisure,2,NA,NA
Rich Gate Garden,,", Lagos - 98B, Bola Tinubu Road (Formerly Old Akute Road), I...",,Rich Gate Garden,2,NA,NA
Stemayes Hotel,Imota,"Imota, Lagos - 3 Stemayes Street, Off Igbokuta Imota",,Stemayes Hotel,2,NA,NA
Prestige Motel,,", Lagos - 26, Faghounlu Street",,Prestige Motel,2,NA,NA
Shomol Home And Hotels,Omole,"Omole, Lagos - 1, Bamako Estate, Ojodu L;agos",,Shomol Home And Hotels,2,NA,NA
Rizchin Home,Lekki,"Lekki, Lagos - House 14 Road 42 Olawale Cole -Onitiri Avenue, Off...",20000,Hotel,2,NA,NA
JannyPaul Hotel,Ikorodu,"Ikorodu, Lagos - 192 Elemu B/stop, Oke-Eletu Ijede Road",,Hotel,2,NA,NA
Ines Suites B Close,,", Lagos - 23, Road B Close, House 7",,Ines Suites B Close,2,NA,NA
Supreme Prestige Hotel,Ojodu Berger,"Ojodu Berger, Lagos - 7/9, Gboyejo Kilo Street",,Supreme Prestige Hotel,2,NA,NA
Bayota Motels,Ikotun,"Ikotun, Lagos - 1, Ayo Anifowose Street",,Bayota Motels,2,NA,NA
Impact Suites & Services,,", Lagos - House 9, Road 12, First Avenue",,Impact Suites & Services,2,NA,NA
Harmony International Hotel,Ajeromi-Ifelodun,"Ajeromi-Ifelodun, Lagos - 160A ,Gaskiya Road, Badiya Amukoko, Ajeromi-Ifelod...",,Harmony International Hotel,2,NA,NA
Top Hill Guest House,Ikorodu,"Ikorodu, Lagos - 32, Shiriki Road, R.S.A. Busstop, Isaworo, Agric",,Top Hill Guest House,2,NA,NA
House 37 Guest House,,", Lagos - 37A, Fatai Idowu,  Arobieke Street",,House 37 Guest House,2,NA,NA
Memic Suites ,,", Lagos - Km 28 Lagos-Epe Express Way, Beside Doren Hospital",,Memic Suites ,2,NA,NA
B-Jay Hotels,,", Lagos - 93, Akesan Road",,B-Jay Hotels,2,NA,NA
Newbliss Garden Hotels,,", Lagos - No 1, Engineer Niyi Oluwole Close, Off Fagbeyiro",,Newbliss Garden Hotels,2,NA,NA
Brooklyn Hotels Annex ,Lekki,"Lekki, Lagos - Akinyemi Str ",,Brooklyn Hotels Annex ,2,NA,NA
Royal Bliss Hotel,,", Lagos - 3/5, Chief Olaogun, Lagos - Abeokuta Express Way",,Royal Bliss Hotel,2,NA,NA
Moye Hotel ,Ikorodu,"Ikorodu, Lagos - 117 Sagamu Road",,Moye Hotel ,2,NA,NA
Step-Up Guest House ,,", Lagos - 6, Dolapo Tanimowo Close, Off Unity Aghedo Street,...",,Step-Up Guest House ,2,NA,NA
The Grant Suites Hotel,,", Lagos - C.M.D Road, Gate 3, Management Village, Shangisha ",,Hotel,2,NA,NA
